Customer Behavior,Market Trends,Seasonal Fluctuations,Product Availability,Customer Demographics,Website Traffic,Engagement Rate,Discount Rate,Advertising Spend,Social Media Engagement,Returning Customers Rate,New Customers Count,Product Categories,Average Order Value,Shipping Speed,Customer Satisfaction Score,Economic Indicator,Sales Forecast
62.24577015,1,Low,99,26-35,197,0.031207073,0.002038556,960.1577995,340,0.456256103,38,Beauty,32.11613324,2.966047103,1,1.1,327
49.77198279,1,Low,75,60+,185,0.071682912,0.309851816,1544.591086,205,0.699418535,60,Fashion,104.913607,2.468871954,4,1,453
51.10179256,1.2,High,59,26-35,202,0.071402884,0.006708395,845.6357161,100,0.768315532,91,Home,144.7108141,3.568389708,2,0.9,65
40.04455383,1.2,Medium,52,60+,219,0.070333693,0.341522634,1148.497554,471,0.655240198,13,Sports,132.9508573,1.45021063,4,1.1,407
34.1009238,1,High,41,60+,207,0.099695004,0.472729324,1087.419421,107,0.678230396,20,Home,29.94453217,2.700345978,3,1.1,219
39.49616812,1,Medium,42,26-35,202,0.079355737,0.046278481,1029.434556,658,0.113938106,13,Home,119.9038986,1.985480041,5,1.1,394
50.41192136,0.8,Medium,98,46-60,219,0.096651125,0.383767818,822.4962227,644,0.408791349,48,Electronics,84.80696133,2.358085899,5,0.9,248
54.45624502,1.2,High,62,46-60,197,0.040086488,0.051341876,796.359839,993,0.425777481,71,Home,109.5610332,4.451726898,2,1.1,60
55.07664006,1,Low,15,18-25,197,0.096170969,0.04331394,1303.448816,213,0.191432391,73,Home,150.0375998,2.892246885,1,1.1,114
60.5524464,0.8,Medium,60,26-35,193,0.018279032,0.242619175,1753.987868,302,0.583604551,61,Home,41.25652031,3.626571699,5,0.9,311
27.08487005,1,Low,74,26-35,195,0.011429351,0.393401046,223.0656507,380,0.275580956,20,Electronics,134.0168445,3.414161529,2,1,330
48.33256298,0.8,Medium,57,18-25,203,0.08203871,0.390523987,746.3486438,886,0.676396032,41,Home,132.8359018,2.642045861,2,1.1,66
66.85787156,1,Low,57,60+,184,0.04989139,0.378951195,729.9148792,131,0.31701045,9,Beauty,55.9682379,2.831644367,5,1,471
49.32530544,1,Low,35,36-45,192,0.053048192,0.095105024,946.2843489,956,0.250637356,34,Electronics,126.1577691,2.044328007,2,1,348
50.84321593,0.8,Low,39,36-45,202,0.06353522,0.049897938,747.5587628,847,0.527784212,7,Electronics,107.5097813,2.767203381,4,1,391
30.44654988,1,Low,15,18-25,197,0.072739187,0.335148931,1020.16879,911,0.601737634,3,Fashion,182.3680228,3.619070859,1,1.1,177
53.01575624,0.8,Medium,81,60+,188,0.075592732,0.231693946,1340.230546,912,0.748759834,69,Sports,72.61149548,4.073984486,5,1,59
55.89966898,1.2,Low,52,60+,206,0.025509266,0.003553446,617.335847,808,0.4894056,65,Home,135.6779462,3.071744414,2,0.9,101
83.12051471,0.8,High,93,26-35,195,0.084793741,0.020233334,781.6690537,443,0.176823843,35,Sports,193.2552751,3.448469534,1,1.1,385
28.70263442,1.2,Low,53,46-60,227,0.059553499,0.468230834,782.1929659,552,0.102764502,37,Sports,152.6077258,2.361918268,1,0.9,120
53.99207628,1.2,High,75,60+,198,0.028724632,0.303203033,845.996276,306,0.1104413,77,Sports,38.80761113,3.238635474,1,1,349
50.34438119,1,Low,92,26-35,214,0.082515296,0.466851586,989.220917,681,0.699116126,25,Fashion,37.64930409,2.70492274,5,1.1,292
44.7555741,1.2,High,99,18-25,200,0.050083224,0.351228451,675.1415597,216,0.263467813,17,Sports,70.19474108,3.437962258,3,1.1,402
50.87209651,1.2,Medium,58,18-25,201,0.012628103,0.207043386,1298.54153,457,0.503041428,90,Sports,168.8627467,4.518512044,4,1,447
62.31779119,1,Medium,49,46-60,191,0.089709183,0.447044046,1121.673162,169,0.772820722,97,Fashion,162.1107146,2.742202004,2,0.9,351
59.63592067,1,High,16,36-45,199,0.082694481,0.367212089,580.6651813,218,0.600337443,47,Beauty,61.73613876,4.990994874,4,0.9,283
56.07195417,1.2,Low,10,26-35,193,0.069594371,0.430555404,1027.408608,373,0.268278114,88,Beauty,79.35623313,4.382528443,2,1.1,499
39.22206687,1,Medium,28,36-45,193,0.093834765,0.184876619,1235.859895,557,0.260856316,92,Fashion,166.7742296,3.546032916,1,1.1,274
55.3151415,0.8,Medium,47,18-25,202,0.075753873,0.285889106,958.6613448,648,0.642587311,5,Fashion,65.65513803,2.445038198,2,1.1,463
39.00351145,1,Medium,88,36-45,188,0.024270162,0.310666777,896.6339163,460,0.476503633,58,Home,90.3252841,2.092046678,3,0.9,78
47.43813543,1,Medium,59,60+,189,0.041205877,0.008736645,725.5475283,316,0.797413641,18,Electronics,172.219011,3.825325595,1,1.1,434
49.75709996,1,Low,49,36-45,214,0.072721399,0.061920393,905.0498975,161,0.253774334,28,Fashion,29.38459874,3.155607163,2,1.1,287
41.34412472,1,Medium,37,18-25,205,0.070491067,0.160528265,1251.927114,213,0.470795932,34,Beauty,167.699709,4.044285366,3,1,196
41.1621768,1.2,Low,57,26-35,201,0.03575462,0.147221111,635.8732495,820,0.743959437,20,Sports,155.6101534,1.958229175,5,1,156
52.60606369,1,Low,60,46-60,178,0.02328095,0.200915367,1391.913643,280,0.290469855,46,Electronics,119.6057109,2.711242461,5,0.9,481
59.29135694,0.8,Low,49,46-60,199,0.044171128,0.105258451,1748.228704,417,0.357932467,33,Sports,162.6916603,4.285142967,4,1.1,473
44.93892832,1,Low,99,26-35,192,0.02595048,0.496310715,906.6666675,966,0.354197595,68,Beauty,164.276823,1.44084661,4,0.9,139
55.44322527,1.2,Medium,45,18-25,201,0.093788269,0.133109611,1012.264043,489,0.151171071,11,Home,87.38954672,3.64365823,5,0.9,292
39.61942662,1.2,Low,96,60+,193,0.031029848,0.047055723,1077.602905,580,0.164458629,56,Sports,67.13570608,3.827313775,1,1.1,234
45.34108684,1.2,Low,82,18-25,205,0.092929549,0.426708333,1017.562269,303,0.228994187,97,Beauty,34.60306242,1.047993989,5,1.1,167
62.88131269,1,High,42,36-45,173,0.095490512,0.429413993,1162.96389,267,0.130525557,66,Home,99.56106135,3.57502569,2,1,283
47.40121483,1,Medium,43,60+,204,0.073282922,0.031015283,1390.749073,477,0.488796561,8,Beauty,121.5390525,2.208138218,2,1,147
53.34172888,1.2,Low,60,60+,179,0.021009328,0.035766833,860.8692524,565,0.799554204,67,Sports,195.9484211,2.186861174,4,0.9,431
47.49862703,0.8,Medium,56,18-25,196,0.038484236,0.018945519,1089.86952,309,0.487034648,42,Beauty,173.1552555,4.752611233,1,0.9,418
57.22826105,0.8,Low,57,18-25,203,0.062013019,0.48553003,1137.326821,397,0.347151806,23,Home,193.6274657,2.259496031,1,0.9,69
60.04031413,1,High,71,18-25,194,0.033081754,0.208297327,710.1424894,984,0.758148002,51,Beauty,105.2075071,5.018473705,1,1,84
53.86250332,1,High,98,26-35,187,0.040185645,0.070141519,781.989484,606,0.527118421,12,Fashion,49.96740146,0.63516459,3,0.9,214
32.78837957,0.8,Medium,31,26-35,204,0.031849204,0.073212922,362.2258996,419,0.573190413,79,Beauty,48.52964579,2.387596478,1,1,215
61.83136354,0.8,High,29,60+,181,0.074513727,0.029871424,612.8643937,529,0.122568589,24,Home,51.64041101,1.84175209,1,1.1,226
47.47808403,1,Low,87,26-35,208,0.016137487,0.379513031,1403.629159,434,0.243764348,77,Beauty,41.11308143,2.931652773,5,1.1,404
44.64503246,1,Low,85,46-60,214,0.054064493,0.154695099,1221.444199,389,0.265768473,65,Sports,187.3235669,3.237724039,2,1.1,366
43.81757977,1.2,High,52,46-60,203,0.067126882,0.320235903,1120.596819,541,0.386138459,14,Electronics,65.28239893,3.489093572,5,1.1,352
50.39003045,1.2,Low,60,60+,233,0.095665096,0.440245982,1249.162788,271,0.680086731,53,Fashion,173.7288784,4.495256355,2,1.1,306
46.28830345,0.8,Medium,80,46-60,190,0.034415396,0.243095044,1401.940249,343,0.42033453,85,Fashion,140.7677939,2.053620478,4,1.1,334
50.93440198,1,High,21,60+,174,0.031936918,0.142804041,607.7551031,941,0.540471155,74,Beauty,157.9577892,3.471896905,1,1,383
56.1297056,1,Medium,64,36-45,196,0.059923518,0.12454697,759.6588411,291,0.145028055,60,Sports,167.5392388,5.308649731,2,1.1,70
38.16215733,0.8,Low,21,60+,195,0.017360879,0.152981161,992.2115118,965,0.243879311,1,Beauty,54.71930967,4.014915612,3,1.1,479
52.39371329,1,Medium,44,26-35,224,0.054440882,0.338937554,1230.429263,521,0.322080259,37,Beauty,113.0726597,2.771597143,3,0.9,402
55.91616192,1.2,Low,73,46-60,200,0.023148464,0.441278553,1030.57581,855,0.377360398,15,Home,37.12639409,2.244427653,4,1,358
39.98070547,0.8,Low,82,18-25,179,0.097998304,0.025665351,730.335227,566,0.661063301,40,Sports,82.58714151,2.384092107,4,0.9,115
60.34030531,1.2,Medium,83,26-35,208,0.04704537,0.374420062,697.6309512,978,0.247701233,39,Fashion,35.97707653,3.021013312,5,1,128
58.77632576,1,Low,13,60+,208,0.095277482,0.077176575,1093.372582,701,0.495463937,81,Sports,134.7318683,2.515071279,3,1.1,352
32.68637435,1.2,High,55,60+,227,0.041281971,0.199457591,1115.016325,641,0.113653346,54,Beauty,73.04939041,1.745076015,3,0.9,137
56.25705778,1.2,Low,96,18-25,178,0.07373977,0.263268128,706.5436356,543,0.306404315,51,Sports,21.65758609,2.608687506,2,1.1,465
47.97788665,0.8,Medium,91,26-35,190,0.086838472,0.096957801,1041.47585,324,0.440222736,64,Fashion,44.88678162,3.749532557,5,0.9,114
40.41619503,1,High,99,60+,197,0.014523726,0.239605114,719.8177429,490,0.220824044,42,Beauty,85.02849843,4.276885626,2,1,374
55.95886098,0.8,High,67,36-45,188,0.016505597,0.214858134,1113.898018,406,0.304861266,15,Sports,28.01548862,3.066266944,3,1,330
45.51332017,0.8,Low,49,36-45,193,0.071502948,0.16732657,1578.833002,242,0.742090181,69,Home,142.9946485,1.270318995,1,1,149
35.82435423,1,Medium,18,18-25,183,0.076989749,0.21447427,894.9748797,741,0.594414526,54,Electronics,75.93803277,2.447301428,3,0.9,358
47.28378579,1,Medium,78,60+,203,0.045669819,0.485652153,866.9279993,507,0.619692343,94,Fashion,152.0412,1.577642949,4,0.9,121
23.58267215,1,High,95,46-60,192,0.057827671,0.137244679,879.5062277,535,0.34623402,12,Electronics,78.4044066,2.925326352,4,1,250
51.56698349,1,Low,68,36-45,212,0.088061596,0.20095375,572.664207,892,0.637483829,37,Home,49.74486304,1.72734013,1,1.1,133
31.74400027,1,Low,18,60+,201,0.090358244,0.346162062,1162.254615,806,0.424604111,73,Home,46.84170208,3.718087244,1,1.1,139
42.89384678,1.2,High,14,26-35,180,0.075036435,0.318018226,1376.610773,993,0.553264219,72,Electronics,152.5719404,1.286088202,1,0.9,57
47.2404733,1,Medium,64,26-35,201,0.094601378,0.318231827,502.0524067,241,0.763101389,47,Beauty,55.93097301,2.069211114,5,1.1,255
51.77185807,0.8,Medium,53,26-35,191,0.074294142,0.302910631,402.1566545,942,0.149299373,12,Home,80.54710555,2.61388764,1,1,480
48.53647589,1.2,Medium,16,36-45,238,0.076060513,0.387104027,1232.745987,640,0.247202389,25,Electronics,62.34673225,3.541438086,4,1,362
40.83552082,1,Medium,65,18-25,211,0.011961049,0.120309874,583.7786535,746,0.675744965,71,Sports,191.224792,2.42191047,3,1,487
25.29936265,1,Low,39,60+,195,0.063111176,0.43236528,1054.440337,370,0.608162796,37,Fashion,172.0078018,2.70395316,5,0.9,294
38.99585979,1,High,70,46-60,196,0.027692705,0.442439726,941.6602824,729,0.384536093,88,Home,152.5915108,3.578791804,3,0.9,117
49.83748749,1,Low,96,46-60,194,0.094548071,0.297371601,1306.529114,425,0.40891393,14,Fashion,90.78412312,2.491237544,5,1,179
37.88185634,1.2,Medium,69,18-25,195,0.026927852,0.166366464,534.6138609,893,0.489953875,19,Sports,178.5826671,4.571286204,3,1,51
51.60714204,0.8,Low,61,60+,208,0.029742261,0.482242721,902.6054603,890,0.63303807,70,Home,115.7444326,2.539378558,3,1.1,405
34.69030138,1.2,High,94,46-60,205,0.06260425,0.135530159,958.4961873,593,0.310100984,14,Electronics,198.9535708,2.982183367,5,0.9,428
49.6244078,0.8,Low,27,26-35,177,0.06854059,0.047809333,1081.082671,321,0.120831614,91,Beauty,184.2740684,1.529611302,5,0.9,429
39.04761503,1.2,Low,32,18-25,176,0.082792085,0.015660576,1015.611358,347,0.190390845,7,Electronics,36.92911488,3.839180017,1,1,320
44.62746162,1,High,57,60+,203,0.0370468,0.244133989,990.6404426,534,0.325250451,27,Home,155.3573791,3.311240227,5,1,364
49.87706731,1.2,High,88,26-35,200,0.091012627,0.176343342,1302.059401,558,0.398537955,63,Fashion,143.3001349,1.765927818,3,0.9,164
50.06900813,1.2,High,55,46-60,223,0.066700938,0.424398011,903.1373138,686,0.519583366,68,Electronics,113.1357739,3.001538906,1,0.9,182
37.8164647,1.2,Low,78,36-45,200,0.053130258,0.031655382,1038.797219,797,0.400410168,77,Beauty,193.4413737,3.377874233,4,1,407
41.17240544,1,Medium,71,36-45,202,0.055309864,0.103331851,1255.519989,490,0.254502772,58,Sports,84.11805164,4.941077512,2,1,299
48.07579503,0.8,Low,46,46-60,211,0.090605961,0.131440284,821.5524974,967,0.285331293,49,Sports,167.6415347,2.079754876,4,1,166
77.11998437,0.8,Low,26,18-25,182,0.044010059,0.18213981,609.7378276,805,0.503697113,94,Fashion,24.39962009,1.258622956,5,1.1,393
55.36522167,1,High,90,46-60,205,0.066578012,0.05308693,1283.157593,429,0.712260909,16,Electronics,54.29694789,2.472177272,4,0.9,328
40.41879213,1,Low,20,60+,212,0.098462432,0.139636065,658.9234785,270,0.31041687,79,Home,43.79540636,1.71399081,5,1.1,219
40.81022703,1.2,Medium,45,26-35,194,0.032949085,0.431004157,926.3780542,779,0.273635933,41,Home,171.7628053,2.161254651,2,1.1,491
36.21488596,1,Medium,74,36-45,187,0.029691366,0.39775793,903.7941539,338,0.6829229,9,Beauty,77.5731941,2.661183748,4,1.1,362
43.76713416,1.2,Medium,93,18-25,187,0.079644921,0.011279892,787.8395138,340,0.561319738,81,Fashion,143.1739581,1.653620575,5,1,90
59.44862092,1,High,35,46-60,213,0.026838548,0.361350965,1285.951015,951,0.187285616,86,Beauty,134.9814016,2.922966426,3,1.1,157
65.49454053,1,Low,83,46-60,204,0.030480821,0.118783176,153.4631631,199,0.521777829,83,Fashion,42.24021207,3.84445936,3,1,91
50.30495391,0.8,High,42,18-25,208,0.08995808,0.330394344,714.7727586,290,0.464470099,88,Electronics,197.8981418,3.176655794,4,1.1,321
59.56308975,1,Medium,66,60+,188,0.05200496,0.153939079,1356.196248,205,0.136952556,32,Home,71.1301634,4.40789311,4,1.1,160
44.45851457,1.2,Low,24,46-60,193,0.087381488,0.479963379,1228.666525,104,0.13847491,65,Home,75.62932807,4.855514489,4,0.9,476
35.7826705,0.8,Medium,50,60+,182,0.063951168,0.12909763,979.9585816,832,0.691972917,41,Sports,61.6156172,3.204780498,5,1.1,439
65.7342148,1.2,Low,79,18-25,217,0.097772827,0.416078364,837.9553733,744,0.746988473,2,Beauty,192.0842775,2.54007367,4,0.9,132
27.20648526,1.2,Medium,16,60+,205,0.071678424,0.13369151,868.4440059,409,0.116035465,3,Home,143.0655604,2.605929586,1,1,171
48.51020697,1,Medium,91,26-35,193,0.071792755,0.296411655,734.995938,270,0.226625511,22,Beauty,158.0297483,3.006259646,2,1.1,105
36.4478842,1.2,Low,55,46-60,194,0.052947313,0.397028006,759.0888904,309,0.498058723,43,Beauty,53.74784527,4.30270391,1,1,286
35.01822446,1,Medium,30,60+,209,0.037329759,0.128167603,1461.641503,372,0.526161967,20,Home,57.13948695,0.396355386,3,1,294
55.94528034,1,Medium,82,46-60,212,0.098495718,0.127166071,895.2051509,973,0.571120966,52,Electronics,67.28163898,3.720267511,2,1,346
48.12667318,1.2,Medium,87,46-60,176,0.011996154,0.027182974,686.045854,702,0.195996359,70,Fashion,97.36935351,0.007386019,1,1,258
34.49292971,1,Medium,67,60+,218,0.019339086,0.145055109,717.5835515,717,0.332391006,83,Electronics,157.571398,3.739765996,5,1,238
55.1383524,1,Medium,88,26-35,191,0.071202224,0.096537411,1042.247455,873,0.741412226,96,Home,107.0426479,3.026045386,1,1.1,260
40.9455688,1.2,Low,73,36-45,193,0.074428594,0.227098464,827.2280799,516,0.567394433,74,Beauty,183.0401294,3.100930095,3,1,431
48.77384913,1.2,Medium,76,18-25,217,0.078751837,0.375385343,639.9094797,272,0.469962082,98,Sports,95.71764456,2.516291167,1,1,58
56.50287085,1.2,High,51,26-35,211,0.045613084,0.072659302,1328.801245,278,0.174135491,27,Fashion,102.7569876,2.636063701,2,1,491
71.58757332,0.8,High,13,26-35,204,0.026007211,0.035902392,694.2629446,869,0.202796447,73,Electronics,166.8829885,1.808869625,4,1.1,233
59.01789708,1,Medium,57,36-45,211,0.096402394,0.056754544,628.8740724,626,0.798039878,3,Electronics,146.0715167,3.077605304,5,1,186
62.31416076,1.2,Medium,65,26-35,187,0.028805185,0.043827553,1272.271845,851,0.143215198,82,Home,92.01045486,3.134999682,2,1.1,200
55.32018458,0.8,High,95,26-35,217,0.066526444,0.240211322,1162.231604,256,0.37205551,37,Electronics,154.1588427,2.084418434,2,0.9,362
45.06879252,1,High,34,18-25,217,0.059855491,0.464016603,1364.624375,594,0.312458031,58,Home,83.90623324,3.602721014,1,0.9,83
41.67768696,1.2,Medium,81,26-35,188,0.05481082,0.433187211,743.3426154,158,0.682713441,17,Fashion,197.1038097,3.44233373,2,1,462
44.94139587,1,High,84,36-45,198,0.01203547,0.227393345,882.5739276,281,0.32103949,95,Electronics,192.6866133,2.30755606,2,0.9,207
42.71180887,0.8,Medium,53,18-25,186,0.071715096,0.110094299,814.2681976,395,0.715382559,38,Fashion,192.5261744,3.033023092,4,1.1,496
37.86236494,1,Low,91,60+,205,0.038311464,0.194150425,1154.108476,978,0.754003549,90,Beauty,160.7034744,3.377442248,2,1,459
38.56783032,1.2,Medium,32,26-35,169,0.057054978,0.404311287,1476.431312,850,0.660172269,97,Electronics,96.15493778,2.48883626,3,1.1,314
31.12754405,0.8,Medium,51,26-35,199,0.016406823,0.473086149,875.4947861,422,0.668558188,71,Fashion,44.14904867,1.853495598,2,1,115
32.40604491,0.8,Low,35,18-25,240,0.088451326,0.149438755,1227.130804,815,0.719066488,30,Home,180.5001238,1.83107256,3,1,492
67.56460297,1,Low,33,26-35,212,0.088786647,0.187006991,732.5618222,710,0.611374454,10,Beauty,97.82141861,4.356786546,1,1.1,485
55.58488427,1,Medium,25,26-35,169,0.052373753,0.418590391,1108.597072,532,0.590330888,62,Beauty,63.81050617,2.80772341,2,1.1,218
77.62877023,1.2,High,32,26-35,180,0.089380298,0.169339134,589.9393946,666,0.613143674,86,Home,59.53954504,0.906429049,3,0.9,332
45.8069082,1,High,81,60+,221,0.09767053,0.42509949,987.0864988,340,0.13031281,30,Beauty,179.2887267,3.206726477,2,1,447
56.58905623,0.8,Medium,52,26-35,192,0.046808731,0.424398835,524.1690824,685,0.499586769,55,Beauty,110.1421457,4.767788819,5,1,297
51.15202415,1.2,Medium,18,46-60,204,0.053845036,0.032706868,1155.757429,979,0.380689632,37,Fashion,188.1760304,2.383930947,2,1.1,170
58.8937376,1.2,Low,43,26-35,209,0.085307039,0.149480495,1138.508682,683,0.183599929,98,Fashion,170.6337266,3.089065016,1,1.1,390
46.83168376,0.8,Medium,99,46-60,214,0.047516147,0.330622464,1009.819689,751,0.179132163,17,Beauty,33.06832626,3.14599632,2,1,332
55.76925481,1,Low,22,60+,204,0.031217515,0.283120477,1128.685674,575,0.382507327,70,Fashion,112.5112685,1.951898808,1,1,497
48.66660082,0.8,Medium,11,36-45,182,0.041072223,0.123633892,1216.236144,785,0.747238654,57,Home,110.0524329,2.740764618,5,1,146
46.5276449,1.2,Medium,15,46-60,181,0.051258752,0.494083724,1150.591946,936,0.71004002,68,Fashion,81.30341403,2.874028456,5,1.1,106
48.79924924,1,Low,64,26-35,174,0.030285601,0.466069158,1511.600233,273,0.706720355,74,Home,50.90439958,2.646778965,3,1,163
52.74128816,1.2,Medium,21,36-45,202,0.080738699,0.313256696,317.3130469,875,0.757655483,16,Sports,29.6000455,3.416505142,2,1.1,364
65.60484989,1.2,Medium,32,26-35,200,0.085459928,0.275346417,765.6531521,627,0.640343658,96,Sports,106.9208276,3.526402132,3,0.9,315
40.66723219,1,High,64,46-60,212,0.028504801,0.258612504,882.9804202,283,0.2832466,58,Sports,147.8298406,3.748872545,1,0.9,330
56.87448661,1,Medium,25,36-45,197,0.068236681,0.141517128,1121.842588,189,0.183285765,35,Sports,102.3620514,3.017218752,1,1.1,238
50.57210718,1,Low,58,60+,204,0.039549437,0.170359226,1435.845277,451,0.325274362,54,Electronics,159.8523162,3.397383572,1,0.9,273
40.97642849,1.2,Medium,58,26-35,182,0.078130502,0.086818402,772.5869929,799,0.114487235,80,Beauty,182.4320265,2.61372479,4,0.9,243
47.0343183,0.8,Medium,89,18-25,184,0.046221145,0.431323707,1166.029763,579,0.588431301,13,Beauty,105.8747056,3.654391443,3,1.1,112
53.39976702,1.2,High,87,60+,230,0.050572864,0.420201639,921.5044514,266,0.505002888,92,Fashion,113.9132219,3.279696095,5,1,202
25.84249349,1,Low,50,36-45,225,0.01680602,0.422315648,1165.635471,759,0.470180425,38,Home,113.7273489,1.946512476,2,0.9,199
36.97813398,1,Medium,19,26-35,208,0.020549533,0.361497175,1333.752141,898,0.482585212,69,Beauty,61.11530317,2.308045458,4,1,334
44.48137908,0.8,Medium,46,26-35,196,0.070633672,0.381173379,1106.260488,658,0.374816168,79,Fashion,85.67362939,2.686015781,3,0.9,358
54.52929728,0.8,Medium,98,26-35,200,0.080302134,0.461531483,1389.713703,964,0.174352611,40,Home,84.16433478,3.753257946,4,1.1,345
49.89757962,1.2,Low,42,18-25,204,0.030088026,0.31914094,704.7021141,594,0.510547761,20,Fashion,119.1867318,3.752880212,3,1.1,427
53.67437115,1.2,Medium,82,36-45,204,0.020780292,0.240722866,843.1730527,841,0.625837474,52,Home,30.09670273,3.32265385,4,1.1,436
51.99761451,1,Medium,59,60+,183,0.068018583,0.194113141,1343.121379,808,0.288472481,70,Electronics,41.94254205,0.277971444,4,0.9,268
41.2204105,1,Low,41,46-60,220,0.062345883,0.459108791,872.9875903,127,0.579652714,66,Beauty,151.335754,3.428325348,5,1.1,266
45.78361681,1.2,Low,10,26-35,205,0.083432101,0.450790284,1541.166487,633,0.472642302,46,Beauty,120.8030206,2.158344589,4,0.9,358
66.64820015,1,High,15,36-45,209,0.019086234,0.060965442,974.4431051,779,0.157419435,55,Electronics,156.1908605,1.827445858,2,0.9,349
39.53041737,1.2,Low,19,26-35,184,0.079814954,0.350511811,1131.383171,141,0.305752571,77,Home,59.64896469,2.412619566,2,1,213
45.58300811,1.2,Medium,33,26-35,190,0.077845279,0.488161359,1026.349535,182,0.449721088,3,Sports,59.68283221,0.833015121,2,1,207
61.30513757,1.2,Low,62,36-45,179,0.025679415,0.218844281,1074.050667,958,0.313418724,5,Beauty,119.3067198,3.302948627,5,1.1,236
37.3486483,1,Medium,12,46-60,202,0.045110025,0.346024882,1084.297402,326,0.411473805,67,Beauty,178.3118402,1.911402685,5,0.9,102
45.35296692,1,Low,40,60+,191,0.03868171,0.495913211,685.7335526,394,0.55042338,50,Sports,49.01111757,4.805747523,1,0.9,285
47.12753296,0.8,Low,18,18-25,181,0.01032807,0.16618231,1132.768809,250,0.607017118,34,Home,57.58776336,3.083471426,4,1.1,233
55.87152226,1.2,Medium,86,36-45,198,0.095037444,0.481424108,578.838985,417,0.119015092,68,Beauty,51.0554475,3.72590208,3,1.1,435
49.96443411,1,High,72,18-25,200,0.072142102,0.092058419,609.4202168,387,0.28106692,38,Beauty,38.52348667,2.084490896,4,0.9,228
47.54209718,0.8,High,51,36-45,180,0.034471924,0.300313938,768.3132096,317,0.416402703,49,Electronics,195.4256847,5.932009554,4,0.9,497
57.96105509,1,Low,29,18-25,178,0.08622277,0.140292147,128.3070604,826,0.514795439,67,Fashion,99.99789847,3.095689838,5,0.9,285
41.98740019,0.8,High,89,60+,218,0.090135974,0.119462848,773.9222089,123,0.437885812,35,Beauty,169.8388511,2.888635679,3,1,353
54.52570393,0.8,Medium,33,60+,197,0.099837551,0.162459279,1180.984168,169,0.154528346,98,Beauty,133.3153652,2.435746097,2,1,75
69.45556595,0.8,Medium,11,36-45,209,0.066082879,0.326316123,1261.884555,660,0.586879231,98,Electronics,149.7218873,3.78705477,5,1,282
47.72324444,1,Medium,42,60+,190,0.096315732,0.417026365,1234.472583,171,0.487227204,91,Sports,177.745671,3.459659247,5,1,383
72.3352031,1,Medium,39,18-25,188,0.090668944,0.214087252,1187.335834,915,0.239540262,14,Beauty,152.4145667,3.413568714,4,1.1,136
41.83415168,0.8,High,25,36-45,185,0.08212096,0.042003866,891.8049672,346,0.556027776,80,Sports,157.6128952,1.912199023,5,1,268
60.79230718,0.8,Low,21,46-60,221,0.042997555,0.183229648,1609.88477,606,0.251078544,26,Fashion,136.4987871,3.652366801,2,1,223
38.80800733,1.2,Medium,56,36-45,182,0.060336422,0.011838906,1615.282402,662,0.109114304,75,Electronics,73.78936864,4.621841623,4,0.9,486
46.4553808,0.8,High,36,36-45,191,0.028634915,0.245183715,1300.764505,756,0.274642825,1,Beauty,189.5533018,3.881045049,2,1,109
35.17329356,1.2,High,62,18-25,200,0.091667786,0.293165486,823.6647431,986,0.735362231,33,Electronics,147.2761018,2.110598553,2,0.9,407
38.44644409,1,Medium,42,18-25,196,0.012304344,0.371303714,1175.563667,544,0.720299542,17,Beauty,185.6238527,2.41489568,4,1,365
44.69319678,1,Medium,33,36-45,214,0.010213367,0.372947971,824.7208714,369,0.642980091,2,Beauty,47.86655807,3.973991775,4,1.1,336
52.52063182,1,Low,25,46-60,193,0.061343711,0.210331163,857.7332783,812,0.718783005,2,Sports,189.8417474,3.374525539,4,1,209
39.25052063,0.8,High,27,18-25,216,0.07517436,0.415722343,685.1089749,655,0.534160712,66,Fashion,168.9776933,2.930222064,1,0.9,102
48.45412359,1.2,Medium,32,60+,196,0.068069485,0.414425754,999.0985734,648,0.161419655,96,Home,43.36096817,5.077577573,1,0.9,161
60.22006459,1,High,16,46-60,185,0.051388598,0.242206437,918.7866273,696,0.445911125,90,Sports,153.752876,3.638775025,2,0.9,119
42.43913629,1,Medium,74,36-45,196,0.085793697,0.030116415,636.4072719,320,0.283974997,65,Sports,150.4764536,2.452692881,3,1,368
37.85886294,1,High,18,60+,207,0.043441854,0.484215935,853.2939727,553,0.494903559,57,Electronics,49.17413543,3.543949408,4,0.9,188
36.66952092,1,Medium,62,18-25,186,0.051769553,0.196262822,849.387743,539,0.221701034,29,Sports,71.43555938,2.15246622,1,1.1,437
57.84997775,0.8,Medium,57,26-35,218,0.053710172,0.041716064,1388.462061,248,0.118511085,69,Electronics,76.07074663,3.419739755,5,1,387
45.68202502,1,Medium,85,26-35,203,0.057214538,0.041332572,701.1408324,742,0.393221391,2,Electronics,101.4289501,1.764928971,5,1,131
47.30621713,1.2,High,19,18-25,199,0.021072702,0.298015106,1045.233272,686,0.374082764,93,Home,38.07431913,5.454876733,2,1.1,491
63.92293909,1.2,Low,71,36-45,216,0.087209845,0.042825164,765.7588321,935,0.202907311,29,Home,31.37571945,1.257852149,2,0.9,426
61.20648798,1.2,Medium,66,18-25,192,0.011605055,0.482097741,916.2058078,811,0.488804529,67,Sports,163.3187624,2.625014722,1,0.9,100
54.15798291,1.2,Low,79,46-60,161,0.04302723,0.388538623,1548.523468,610,0.2205299,46,Home,171.7570207,2.561227512,1,1.1,408
